station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MSP,1/1/23 0:53,33,28,81.3,240,8,0,29.72,1007.3,9,null,BKN,null,null,null,1200,null,null,null,null,null,null,null,null,null,null,25.47,KMSP 010653Z 24008KT 9SM BKN012 01/M02 A2972 RMK AO2 SLP073 T00061022,null
MSP,1/1/23 1:53,30.9,28,88.84,250,8,0,29.74,1007.8,8,null,BKN,null,null,null,1100,null,null,null,null,null,null,null,null,null,null,22.76,KMSP 010753Z 25008KT 8SM BKN011 M01/M02 A2974 RMK AO2 SLP078 T10061022,null
MSP,1/1/23 1:54,30.9,28,88.84,260,8,0,29.74,null,8,null,BKN,null,null,null,800,null,null,null,null,null,null,null,null,null,null,22.76,KMSP 010754Z 26008KT 8SM BKN008 M01/M02 A2974 RMK AO2 T10061022,null
MSP,1/1/23 2:53,30,27,88.44,250,5,0,29.78,1009.1,7,null,OVC,null,null,null,600,null,null,null,null,null,null,null,null,null,null,24.02,KMSP 010853Z 25005KT 7SM OVC006 M01/M03 A2978 RMK AO2 SLP091 T10111028 53022,null
MSP,1/1/23 3:32,28,26.1,92.46,260,7,0,29.78,null,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,19.9,KMSP 010932Z 26007KT 5SM BR OVC004 M02/M03 A2978 RMK AO2 T10221033,null
MSP,1/1/23 3:53,28,26.1,92.46,270,6,0,29.78,1009.4,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,20.71,KMSP 010953Z 27006KT 5SM BR OVC004 M02/M03 A2978 RMK AO2 SLP094 T10221033,null
MSP,1/1/23 4:45,28.9,26.1,89.12,260,6,0,29.79,null,7,null,OVC,null,null,null,500,null,null,null,null,null,null,null,null,null,null,21.8,KMSP 011045Z 26006KT 7SM OVC005 M02/M03 A2979 RMK AO2 T10171033,null
MSP,1/1/23 4:53,28.9,26.1,89.12,270,6,0,29.79,1009.9,8,null,OVC,null,null,null,700,null,null,null,null,null,null,null,null,null,null,21.8,KMSP 011053Z 27006KT 8SM OVC007 M02/M03 A2979 RMK AO2 SLP099 T10171033,null
MSP,1/1/23 5:53,28.9,25,85.14,270,6,0,29.81,1010.4,9,null,OVC,null,null,null,800,null,null,null,null,null,null,null,null,null,null,21.8,KMSP 011153Z 27006KT 9SM OVC008 M02/M04 A2981 RMK AO2 SLP104 4/006 T10171039 10017 21022 53011,6
MSP,1/1/23 6:53,28,25,88.33,240,7,0,29.84,1011.5,9,null,OVC,null,null,null,800,null,null,null,null,null,null,null,null,null,null,19.9,KMSP 011253Z 24007KT 9SM OVC008 M02/M04 A2984 RMK AO2 SLP115 T10221039,null
MSP,1/1/23 7:53,28,25,88.33,270,4,0,29.84,1011.5,6,null,OVC,null,null,null,600,null,null,null,BR,null,null,null,null,null,null,22.75,KMSP 011353Z 27004KT 6SM BR OVC006 M02/M04 A2984 RMK AO2 SLP115 T10221039,null
MSP,1/1/23 8:45,27,25,92.05,280,6,0,29.85,null,4,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,19.51,KMSP 011445Z 28006KT 4SM BR OVC004 M03/M04 A2985 RMK AO2 T10281039,null
MSP,1/1/23 8:53,27,25,92.05,280,6,0,29.86,1012.2,3,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,19.51,KMSP 011453Z 28006KT 3SM BR OVC004 M03/M04 A2986 RMK AO2 SLP122 T10281039 51018,null
MSP,1/1/23 9:15,27,25,92.05,250,5,0,29.87,null,1.5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,20.46,KMSP 011515Z 25005KT 1 1/2SM BR OVC004 M03/M04 A2987 RMK AO2 SFC VIS 2 T10281039,null
MSP,1/1/23 9:53,27,25,92.05,290,4,0,29.9,1013.4,2,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,21.58,KMSP 011553Z 29004KT 2SM BR OVC003 M03/M04 A2990 RMK AO2 TWR VIS 2 1/2 SLP134 T10281039,null
MSP,1/1/23 10:53,26.1,26.1,100,240,3,0,29.89,1013.3,2,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,21.94,KMSP 011653Z 24003KT 2SM BR OVC004 M03/M03 A2989 RMK AO2 TWR VIS 2 1/2 SLP133 T10331033,null
MSP,1/1/23 11:33,27,24.1,88.65,260,6,0,29.91,null,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,19.51,KMSP 011733Z 26006KT 5SM BR OVC004 M03/M04 A2991 RMK AO2 T10281044,null
MSP,1/1/23 11:53,27,23,84.66,240,5,0,29.92,1014.3,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,20.46,KMSP 011753Z 24005KT 5SM BR OVC004 M03/M05 A2992 RMK AO2 SLP143 4/006 T10281050 11017 21033 51020,6
MSP,1/1/23 12:00,27,23,84.66,240,6,0,29.92,null,7,null,OVC,null,null,null,500,null,null,null,null,null,null,null,null,null,null,19.51,KMSP 011800Z 24006KT 7SM OVC005 M03/M05 A2992 RMK AO2 T10281050,null
MSP,1/1/23 12:53,28,24.1,85.08,null,3,0,29.92,1014,8,null,OVC,null,null,null,700,null,null,null,null,null,null,null,null,null,null,24.12,KMSP 011853Z VRB03KT 8SM OVC007 M02/M04 A2992 RMK AO2 SLP140 T10221044,null
MSP,1/1/23 13:33,28.9,23,78.3,200,4,0,29.93,null,8,null,BKN,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,23.8,KMSP 011933Z 20004KT 8SM BKN010 M02/M05 A2993 RMK AO2 T10171050,null
MSP,1/1/23 13:53,30,23,74.87,220,5,0,29.93,1014.5,10,null,SCT,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,24.02,KMSP 011953Z 22005KT 10SM SCT010 M01/M05 A2993 RMK AO2 SLP145 T10111050,null
MSP,1/1/23 14:53,32,21.9,65.92,250,4,0,29.93,1014.6,10,null,FEW,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,27.42,KMSP 012053Z 25004KT 10SM FEW010 00/M06 A2993 RMK AO2 SLP146 T00001056 53003,null
MSP,1/1/23 15:53,30.9,21,66.34,240,6,0,29.95,1015.2,10,null,FEW,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,24.21,KMSP 012153Z 24006KT 10SM FEW010 M01/M06 A2995 RMK AO2 SLP152 T10061061,null
MSP,1/1/23 16:53,28.9,19.9,68.67,240,5,0,29.97,1015.9,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22.71,KMSP 012253Z 24005KT 10SM CLR M02/M07 A2997 RMK AO2 SLP159 T10171067,null
MSP,1/1/23 17:53,26.1,19,74.16,260,4,0,29.99,1016.5,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20.53,KMSP 012353Z 26004KT 10SM CLR M03/M07 A2999 RMK AO2 SLP165 4/006 T10331072 10000 21033 53018,6
MSP,1/1/23 18:53,26.1,19,74.16,250,5,0,30,1017.2,10,null,SCT,null,null,null,21000,null,null,null,null,null,null,null,null,null,null,19.39,KMSP 020053Z 25005KT 10SM SCT210 M03/M07 A3000 RMK AO2 SLP172 T10331072,null
MSP,1/1/23 19:53,25,18,74.36,260,6,0,30.04,1018.5,10,null,SCT,null,null,null,21000,null,null,null,null,null,null,null,null,null,null,17.1,KMSP 020153Z 26006KT 10SM SCT210 M04/M08 A3004 RMK AO2 SLP185 T10391078,null
MSP,1/1/23 20:53,23,18,80.85,310,6,0,30.05,1018.9,10,null,SCT,null,null,null,21000,null,null,null,null,null,null,null,null,null,null,14.69,KMSP 020253Z 31006KT 10SM SCT210 M05/M08 A3005 RMK AO2 SLP189 T10501078 51021,null
MSP,1/1/23 21:37,21.9,18,84.68,340,10,0,30.06,null,8,null,SCT,BKN,null,null,800,21000,null,null,null,null,null,null,null,null,null,10.3,KMSP 020337Z 34010KT 8SM SCT008 BKN210 M06/M08 A3006 RMK AO2 T10561078,null
MSP,1/1/23 21:53,21.9,18,84.68,310,7,0,30.07,1019.7,6,null,BKN,BKN,null,null,900,21000,null,null,BR,null,null,null,null,null,null,12.47,KMSP 020353Z 31007KT 6SM BR BKN009 BKN210 M06/M08 A3007 RMK AO2 SLP197 T10561078,null
MSP,1/1/23 22:19,21.9,19,88.4,320,5,0,30.08,null,6,null,OVC,null,null,null,700,null,null,null,BR,null,null,null,null,null,null,14.4,KMSP 020419Z 32005KT 6SM BR OVC007 M06/M07 A3008 RMK AO2 T10561072,null
MSP,1/1/23 22:53,23,19.9,87.7,330,4,0,30.08,1019.8,7,null,OVC,null,null,null,700,null,null,null,null,null,null,null,null,null,null,16.91,KMSP 020453Z 33004KT 7SM OVC007 M05/M07 A3008 RMK AO2 SLP198 T10501067,null
MSP,1/1/23 23:53,23,19.9,87.7,310,6,0,30.09,1020.1,7,null,OVC,null,null,null,700,null,null,null,null,null,null,null,null,null,null,14.69,KMSP 020553Z 31006KT 7SM OVC007 M05/M07 A3009 RMK AO2 SLP201 4/006 T10501067 11033 21056 400171056 51012,6
MSP,1/2/23 0:53,23,19.9,87.7,280,5,0,30.08,1019.9,4,null,OVC,null,null,null,600,null,null,null,BR,null,null,null,null,null,null,15.71,KMSP 020653Z 28005KT 4SM BR OVC006 M05/M07 A3008 RMK AO2 SLP199 T10501067,null
MSP,1/2/23 1:35,23,21,91.9,300,5,0,30.08,null,4,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,15.71,KMSP 020735Z 30005KT 4SM BR OVC004 M05/M06 A3008 RMK AO2 T10501061,null
MSP,1/2/23 1:53,23,19.9,87.7,300,4,0,30.09,1020.1,5,null,OVC,null,null,null,600,null,null,null,BR,null,null,null,null,null,null,16.91,KMSP 020753Z 30004KT 5SM BR OVC006 M05/M07 A3009 RMK AO2 SLP201 T10501067,null
MSP,1/2/23 2:53,23,19.9,87.7,260,4,0,30.1,1020.5,6,null,OVC,null,null,null,500,null,null,null,BR,null,null,null,null,null,null,16.91,KMSP 020853Z 26004KT 6SM BR OVC005 M05/M07 A3010 RMK AO2 SLP205 T10501067 53005,null
MSP,1/2/23 3:49,23,19.4,85.85,310,5,0,30.1,null,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,15.71,KMSP 020949Z 31005KT 5SM BR OVC004 M05/M07 A3010 RMK AO2,null
MSP,1/2/23 3:53,23,19.9,87.7,290,3,0,30.11,1020.7,5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,18.4,KMSP 020953Z 29003KT 5SM BR OVC004 M05/M07 A3011 RMK AO2 SLP207 T10501067,null
MSP,1/2/23 4:53,23,19.9,87.7,0,0,0,30.1,1020.5,4,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,23,KMSP 021053Z 00000KT 4SM BR OVC003 M05/M07 A3010 RMK AO2 SLP205 T10501067,null
MSP,1/2/23 5:44,23,21,91.9,20,3,0,30.1,null,2,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,18.4,KMSP 021144Z 02003KT 2SM BR OVC003 M05/M06 A3010 RMK AO2 SFC VIS 4 4/006 T10501061,6
MSP,1/2/23 5:53,23,21,91.9,0,0,0,30.11,1020.9,2,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,23,KMSP 021153Z 00000KT 2SM BR OVC003 M05/M06 A3011 RMK AO2 SLP209 4/006 T10501061 11050 21050 53002,6
MSP,1/2/23 6:53,23,21,91.9,250,4,0,30.13,1021.5,2,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,16.91,KMSP 021253Z 25004KT 2SM BR OVC003 M05/M06 A3013 RMK AO2 SFC VIS 3 SLP215 T10501061,null
MSP,1/2/23 7:08,23,19.9,87.7,230,4,0,30.13,null,1,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,16.91,KMSP 021308Z 23004KT 1SM R30L/P6000FT BR OVC003 M05/M07 A3013 RMK AO2 SFC VIS 3 T10501067,null
MSP,1/2/23 7:32,21.9,19.9,91.86,230,5,0,30.14,null,1.5,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,14.4,KMSP 021332Z 23005KT 1 1/2SM BR OVC003 M06/M07 A3014 RMK AO2 SFC VIS 2 T10561067,null
MSP,1/2/23 7:53,21.9,19.9,91.86,230,4,0,30.13,1021.6,2,null,OVC,null,null,null,300,null,null,null,BR,0.0001,null,null,null,null,null,15.63,KMSP 021353Z 23004KT 2SM BR OVC003 M06/M07 A3013 RMK AO2 SFC VIS 4 SLP216 I1000 T10561067,null
MSP,1/2/23 8:18,21.9,21,96.26,230,4,0,30.12,null,1.5,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,15.63,KMSP 021418Z 23004KT 1 1/2SM BR OVC003 M06/M06 A3012 RMK AO2 SFC VIS 3 T10561061,null
MSP,1/2/23 8:53,21.9,19.9,91.86,310,6,0,30.13,1021.6,1.5,null,OVC,null,null,null,300,null,null,null,BR,null,0.0001,null,null,null,null,13.37,KMSP 021453Z 31006KT 1 1/2SM BR OVC003 M06/M07 A3013 RMK AO2 SFC VIS 2 SLP216 I3000 T10561067 51007,null
MSP,1/2/23 9:53,21.9,21.9,100,0,0,0,30.12,1021.4,1.5,null,OVC,null,null,null,300,null,null,null,BR,null,null,null,null,null,null,21.9,KMSP 021553Z 00000KT 1 1/2SM BR OVC003 M06/M06 A3012 RMK AO2 SFC VIS 2 SLP214 T10561056,null
MSP,1/2/23 10:53,23,21,91.9,null,3,0.0001,30.11,1021,1.5,null,OVC,null,null,null,300,null,null,null,#NAME?,null,null,null,null,null,null,18.4,KMSP 021653Z VRB03KT 1 1/2SM -SN BR OVC003 M05/M06 A3011 RMK AO2 SFC VIS 3 SNB53 SLP210 VIS N 4 S-SW 2 PCPN VRY LGT P0000 T10501061,null
MSP,1/2/23 11:24,23,19.9,87.7,0,0,0.0001,30.11,null,1.5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,23,KMSP 021724Z 00000KT 1 1/2SM BR OVC004 M05/M07 A3011 RMK AO2 SFC VIS 3 SNE24 P0000 T10501067,null
MSP,1/2/23 11:53,23,21,91.9,0,0,0.0001,30.1,1020.7,1.5,null,OVC,null,null,null,400,null,null,null,BR,null,null,0.0001,null,null,null,23,KMSP 021753Z 00000KT 1 1/2SM BR OVC004 M05/M06 A3010 RMK AO2 SFC VIS 2 SNE24 SLP207 4/006 933012 P0000 60000 I6000 T10501061 11050 21056 56008,6
MSP,1/2/23 12:45,24.1,21,87.76,350,3,0,30.07,null,2.5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,19.66,KMSP 021845Z 35003KT 2 1/2SM BR OVC004 M04/M06 A3007 RMK AO2 SFC VIS 4 T10441061,null
MSP,1/2/23 12:53,24.1,21,87.76,0,0,0,30.07,1019.5,2.5,null,OVC,null,null,null,400,null,null,null,BR,null,null,null,null,null,null,24.1,KMSP 021853Z 00000KT 2 1/2SM BR OVC004 M04/M06 A3007 RMK AO2 SFC VIS 5 SLP195 T10441061,null
MSP,1/2/23 12:58,25,21,84.53,null,3,0,30.07,null,3,null,OVC,null,null,null,500,null,null,null,BR,null,null,null,null,null,null,20.69,KMSP 021858Z VRB03KT 3SM BR OVC005 M04/M06 A3007 RMK AO2 SFC VIS 5 T10391061,null
MSP,1/2/23 13:33,25,21,84.53,330,3,0,30.06,null,5,null,OVC,null,null,null,800,null,null,null,BR,null,null,null,null,null,null,20.69,KMSP 021933Z 33003KT 5SM BR OVC008 M04/M06 A3006 RMK AO2 T10391061,null
MSP,1/2/23 13:53,25,21,84.53,0,0,0,30.07,1019.5,5,null,OVC,null,null,null,800,null,null,null,BR,null,null,null,null,null,null,25,KMSP 021953Z 00000KT 5SM BR OVC008 M04/M06 A3007 RMK AO2 SLP195 T10391061,null
MSP,1/2/23 14:32,25,21,84.53,null,5,0.0001,30.08,null,3,null,OVC,null,null,null,800,null,null,null,#NAME?,null,null,null,null,null,null,18.08,KMSP 022032Z VRB05KT 3SM -SN BR OVC008 M04/M06 A3008 RMK AO2 SNB30 P0000 T10391061,null
MSP,1/2/23 14:37,25,19.9,80.66,190,6,0.0001,30.08,null,2,null,OVC,null,null,null,900,null,null,null,#NAME?,null,null,null,null,null,null,17.1,KMSP 022037Z 19006KT 2SM -SN OVC009 M04/M07 A3008 RMK AO2 SFC VIS 2 1/2 SNB30 P0000 T10391067,null
MSP,1/2/23 14:47,24.8,21.2,85.96,190,6,0.0001,30.09,null,1,null,OVC,null,null,null,900,null,null,null,#NAME?,null,null,null,null,null,null,16.86,KMSP 022047Z 19006KT 1SM R30L/P6000FT -SN BR OVC009 M04/M06 A3009 RMK AO2 SFC VIS 1 3/4 SNB30 P0000,null
MSP,1/2/23 14:53,25,21,84.53,200,6,0.01,30.09,1020.1,1,null,OVC,null,null,null,800,null,null,null,#NAME?,null,null,null,null,null,null,17.1,KMSP 022053Z 20006KT 1SM R30L/P6000FT -SN BR OVC008 M04/M06 A3009 RMK AO2 SFC VIS 1 1/4 SNB30 SLP201 P0001 60001 T10391061 53005,null
MSP,1/2/23 15:12,25,21,84.53,220,5,0.0001,30.08,null,1,null,SCT,OVC,null,null,800,2400,null,null,#NAME?,null,null,null,null,null,null,18.08,KMSP 022112Z 22005KT 1SM R30L/P6000FT -SN BR SCT008 OVC024 M04/M06 A3008 RMK AO2 P0000 T10391061,null
MSP,1/2/23 15:23,25,21.9,87.81,250,3,0.0001,30.08,null,1.75,null,BKN,OVC,null,null,2600,4000,null,null,#NAME?,null,null,null,null,null,null,20.69,KMSP 022123Z 25003KT 1 3/4SM -SN BR BKN026 OVC040 M04/M06 A3008 RMK AO2 TWR VIS 2 P0000 T10391056,null
MSP,1/2/23 15:44,25,21,84.53,300,3,0.0001,30.08,null,1.25,null,BKN,BKN,OVC,null,2200,4000,9000,null,#NAME?,null,null,null,null,null,null,20.69,KMSP 022144Z 30003KT 1 1/4SM -SN BR BKN022 BKN040 OVC090 M04/M06 A3008 RMK AO2 TWR VIS 2 P0000 T10391061,null
MSP,1/2/23 15:50,24.8,21.2,85.96,330,3,0.01,30.07,null,2,null,BKN,OVC,null,null,2200,9000,null,null,#NAME?,null,null,null,null,null,null,20.46,KMSP 022150Z 33003KT 2SM -SN BR BKN022 OVC090 M04/M06 A3007 RMK AO2 P0001,null
MSP,1/2/23 15:53,25,21,84.53,340,3,0.01,30.07,1019.7,2,null,BKN,OVC,null,null,2200,9500,null,null,#NAME?,null,null,null,null,null,null,20.69,KMSP 022153Z 34003KT 2SM -SN BR BKN022 OVC095 M04/M06 A3007 RMK AO2 SFC VIS 2 1/2 SLP197 P0001 T10391061,null
MSP,1/2/23 15:57,25,21,84.53,0,0,0.0001,30.07,null,3,null,SCT,OVC,null,null,2000,9500,null,null,BR,null,null,null,null,null,null,25,KMSP 022157Z 00000KT 3SM BR SCT020 OVC095 M04/M06 A3007 RMK AO2 SNE54 P0000 T10391061,null
MSP,1/2/23 16:11,25,21,84.53,0,0,0.0001,30.07,null,4,null,SCT,OVC,null,null,900,9500,null,null,BR,null,null,null,null,null,null,25,KMSP 022211Z 00000KT 4SM BR SCT009 OVC095 M04/M06 A3007 RMK AO2 SNE2154 P0000 T10391061,null
MSP,1/2/23 16:21,26.1,21.9,83.89,0,0,0.0001,30.07,null,4,null,BKN,BKN,OVC,null,900,8000,9500,null,BR,null,null,null,null,null,null,26.1,KMSP 022221Z 00000KT 4SM BR BKN009 BKN080 OVC095 M03/M06 A3007 RMK AO2 SNE2154 P0000 T10331056,null
MSP,1/2/23 16:30,26.1,21,80.75,0,0,0.0001,30.07,null,5,null,BKN,OVC,null,null,1000,7500,null,null,HZ,null,null,null,null,null,null,26.1,KMSP 022230Z 00000KT 5SM HZ BKN010 OVC075 M03/M06 A3007 RMK AO2 SNE2154 P0000 T10331061,null
MSP,1/2/23 16:53,26.1,21,80.75,330,4,0.0001,30.06,1019.3,5,null,OVC,null,null,null,1000,null,null,null,HZ,null,null,null,null,null,null,20.53,KMSP 022253Z 33004KT 5SM HZ OVC010 M03/M06 A3006 RMK AO2 SNE2154 SLP193 P0000 T10331061,null
MSP,1/2/23 17:53,26.1,21,80.75,30,4,0,30.03,1018.2,5,null,BKN,OVC,null,null,1000,7000,null,null,HZ,null,null,null,null,null,null,20.53,KMSP 022353Z 03004KT 5SM HZ BKN010 OVC070 M03/M06 A3003 RMK AO2 SLP182 4/006 60002 T10331061 11033 21050 58018,6
MSP,1/2/23 18:00,26.1,21.9,83.89,30,4,0,30.03,null,5,null,BKN,OVC,null,null,7000,10000,null,null,BR,null,null,null,null,null,null,20.53,KMSP 030000Z 03004KT 5SM BR BKN070 OVC100 M03/M06 A3003 RMK AO2 T10331056,null
MSP,1/2/23 18:28,26.1,21.9,83.89,0,0,0,30.02,null,5,null,SCT,BKN,BKN,null,900,6000,10000,null,BR,null,null,null,null,null,null,26.1,KMSP 030028Z 00000KT 5SM BR SCT009 BKN060 BKN100 M03/M06 A3002 RMK AO2 T10331056,null
MSP,1/2/23 18:53,26.1,21.9,83.89,90,4,0,30.01,1017.6,5,null,FEW,BKN,BKN,null,1000,5000,10000,null,BR,null,null,null,null,null,null,20.53,KMSP 030053Z 09004KT 5SM BR FEW010 BKN050 BKN100 M03/M06 A3001 RMK AO2 SLP176 T10331056,null
MSP,1/2/23 19:00,26.1,21.9,83.89,30,3,0.0001,30.02,null,4,null,FEW,SCT,OVC,null,1000,5000,10000,null,#NAME?,null,null,null,null,null,null,21.94,KMSP 030100Z 03003KT 4SM -SN FEW010 SCT050 OVC100 M03/M06 A3002 RMK AO2 SNB0058 P0000 T10331056,null
MSP,1/2/23 19:14,26.1,21.9,83.89,30,3,0.0001,30.02,null,4,null,BKN,BKN,OVC,null,1000,5000,10000,null,BR,null,null,null,null,null,null,21.94,KMSP 030114Z 03003KT 4SM BR BKN010 BKN050 OVC100 M03/M06 A3002 RMK AO2 SNB0058E10 P0000 T10331056,null
MSP,1/2/23 19:45,26.1,21.9,83.89,30,4,0.0001,30.01,null,5,null,OVC,null,null,null,900,null,null,null,BR,null,null,null,null,null,null,20.53,KMSP 030145Z 03004KT 5SM BR OVC009 M03/M06 A3001 RMK AO2 SNB0058E10 P0000 T10331056,null
MSP,1/2/23 19:53,26.1,21.9,83.89,30,5,0.0001,30.01,1017.4,5,null,OVC,null,null,null,900,null,null,null,BR,null,null,null,null,null,null,19.39,KMSP 030153Z 03005KT 5SM BR OVC009 M03/M06 A3001 RMK AO2 SNB0058E10 SLP174 P0000 T10331056,null
MSP,1/2/23 20:45,26.1,21.9,83.89,0,0,0,30.05,null,6,null,OVC,null,null,null,1000,null,null,null,BR,null,null,null,null,null,null,26.1,KMSP 030245Z 00000KT 6SM BR OVC010 M03/M06 A3005 RMK AO2 T10331056,null
MSP,1/2/23 20:53,26.1,21.9,83.89,0,0,0,30.04,1018.7,4,null,OVC,null,null,null,1000,null,null,null,BR,null,null,null,null,null,null,26.1,KMSP 030253Z 00000KT 4SM BR OVC010 M03/M06 A3004 RMK AO2 SLP187 60000 T10331056 53004,null
MSP,1/2/23 21:42,26.1,21.9,83.89,40,5,0,30.01,null,5,null,OVC,null,null,null,900,null,null,null,BR,null,null,null,null,null,null,19.39,KMSP 030342Z 04005KT 5SM BR OVC009 M03/M06 A3001 RMK AO2 T10331056,null
MSP,1/2/23 21:53,26.1,21.9,83.89,40,5,0,30.01,1017.5,5,null,OVC,null,null,null,900,null,null,null,BR,null,null,null,null,null,null,19.39,KMSP 030353Z 04005KT 5SM BR OVC009 M03/M06 A3001 RMK AO2 SLP175 T10331056,null
MSP,1/2/23 22:25,26.1,21.9,83.89,30,6,0.0001,29.99,null,4,null,OVC,null,null,null,900,null,null,null,#NAME?,null,null,null,null,null,null,18.42,KMSP 030425Z 03006KT 4SM -SN OVC009 M03/M06 A2999 RMK AO2 SNB25 P0000 T10331056,null
MSP,1/2/23 22:53,26.1,21.9,83.89,30,7,0.0001,29.96,1016,3,null,OVC,null,null,null,800,null,null,null,#NAME?,null,null,null,null,null,null,17.59,KMSP 030453Z 03007KT 3SM -SN OVC008 M03/M06 A2996 RMK AO2 SNB25 SLP160 P0000 T10331056,null
MSP,1/2/23 23:46,26.1,21.9,83.89,60,4,0.0001,29.97,null,3,null,FEW,OVC,null,null,800,3900,null,null,#NAME?,null,null,null,null,null,null,20.53,KMSP 030546Z 06004KT 3SM -SN FEW008 OVC039 M03/M06 A2997 RMK AO2 P0000 T10331056,null
MSP,1/2/23 23:53,26.1,21.9,83.89,null,5,0.0001,29.96,1015.9,3,null,FEW,OVC,null,null,800,3900,null,null,#NAME?,null,null,null,null,null,null,19.39,KMSP 030553Z VRB05KT 3SM -SN FEW008 OVC039 M03/M06 A2996 RMK AO2 SLP159 4/006 P0000 60000 T10331056 11028 21033 410281056 56027,6
MSP,1/3/23 0:53,26.1,21.9,83.89,30,6,0.0001,29.93,1014.9,4,null,OVC,null,null,null,3800,null,null,null,BR,null,null,null,null,null,null,18.42,KMSP 030653Z 03006KT 4SM BR OVC038 M03/M06 A2993 RMK AO2 SNE00 SLP149 P0000 T10331056,null
MSP,1/3/23 1:30,25,21,84.53,30,7,0,29.93,null,4,null,FEW,OVC,null,null,900,3800,null,null,BR,null,null,null,null,null,null,16.25,KMSP 030730Z 03007KT 4SM BR FEW009 OVC038 M04/M06 A2993 RMK AO2 T10391061,null
MSP,1/3/23 1:53,25,21.9,87.81,30,9,0,29.91,1014.3,5,null,FEW,OVC,null,null,900,3200,null,null,BR,null,null,null,null,null,null,14.81,KMSP 030753Z 03009KT 5SM BR FEW009 OVC032 M04/M06 A2991 RMK AO2 SLP143 T10391056,null
MSP,1/3/23 2:06,25,21,84.53,20,8,0,29.92,null,5,null,FEW,OVC,null,null,900,2700,null,null,BR,null,null,null,null,null,null,15.49,KMSP 030806Z 02008KT 5SM BR FEW009 OVC027 M04/M06 A2992 RMK AO2 T10391061,null
MSP,1/3/23 2:48,24.8,21.2,85.96,40,9,0,29.88,null,5,null,BKN,OVC,null,null,800,5500,null,null,BR,null,null,null,null,null,null,14.56,KMSP 030848Z 04009KT 5SM BR BKN008 OVC055 M04/M06 A2988 RMK AO2 $,null
MSP,1/3/23 2:53,24.1,21,87.76,40,7,0,29.88,1013.2,5,null,BKN,OVC,null,null,800,5500,null,null,BR,null,null,null,null,null,null,15.15,KMSP 030853Z 04007KT 5SM BR BKN008 OVC055 M04/M06 A2988 RMK AO2 SLP132 60000 T10441061 56017 $,null
MSP,1/3/23 3:11,24.1,21,87.76,40,7,0,29.87,null,5,null,SCT,BKN,null,null,800,5500,null,null,BR,null,null,null,null,null,null,15.15,KMSP 030911Z 04007KT 5SM BR SCT008 BKN055 M04/M06 A2987 RMK AO2 T10441061 $,null
MSP,1/3/23 3:53,24.1,21,87.76,40,6,0,29.87,1012.8,6,null,BKN,BKN,null,null,800,5000,null,null,BR,null,null,null,null,null,null,16.02,KMSP 030953Z 04006KT 6SM BR BKN008 BKN050 M04/M06 A2987 RMK AO2 SLP128 T10441061 $,null
MSP,1/3/23 4:39,24.1,19.9,83.75,30,10,0,29.83,null,6,null,SCT,BKN,BKN,null,800,4600,12000,null,BR,null,null,null,null,null,null,13.06,KMSP 031039Z 03010KT 6SM BR SCT008 BKN046 BKN120 M04/M07 A2983 RMK AO2 T10441067 $,null
