station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
MSP,6/27/23 12:53,84,59,42.8,null,6,0,29.92,1012.8,9,null,FEW,BKN,null,null,5000,25000,null,null,null,null,null,null,null,null,null,83.75,KMSP 271753Z VRB06KT 9SM FEW050 BKN250 29/15 A2992 RMK AO2 SLP128 T02890150 10289 20189 56014,null
MSP,6/27/23 13:53,84,57,39.83,200,8,0,29.92,1012.5,10,null,SCT,BKN,null,null,5000,25000,null,null,null,null,null,null,null,null,null,83.26,KMSP 271853Z 20008KT 180V240 10SM SCT050 BKN250 29/14 A2992 RMK AO2 SLP125 T02890139,null
MSP,6/27/23 14:53,84,56,38.28,150,8,0,29.91,1012.2,10,null,SCT,SCT,null,null,6500,25000,null,null,null,null,null,null,null,null,null,83.03,KMSP 271953Z 15008KT 10SM SCT065 SCT250 29/13 A2991 RMK AO2 SLP122 T02890133,null
MSP,6/27/23 15:53,85,55,35.99,170,9,0,29.89,1011.8,10,null,FEW,SCT,BKN,null,7000,10000,25000,null,null,null,null,null,null,null,null,83.56,KMSP 272053Z 17009KT 10SM FEW070 SCT100 BKN250 29/13 A2989 RMK AO2 SLP118 T02940128 58010,null
MSP,6/27/23 16:53,85,57,38.69,200,8,0,29.89,1011.6,10,18,FEW,FEW,SCT,BKN,6500,9000,13000,25000,null,null,null,null,null,null,null,83.99,KMSP 272153Z 20008G18KT 10SM FEW065 FEW090 SCT130 BKN250 29/14 A2989 RMK AO2 SLP116 T02940139,null
MSP,6/27/23 17:53,84,53,34.56,220,9,0,29.88,1011.4,10,null,FEW,FEW,SCT,BKN,6500,10000,13000,25000,null,null,null,null,null,null,null,82.52,KMSP 272253Z 22009KT 10SM FEW065 FEW100 SCT130 BKN250 29/12 A2988 RMK AO2 SLP114 CB DSNT NE MOV NE T02890117,null
MSP,6/27/23 18:53,84,56,38.28,220,8,0,29.88,1011.2,10,null,FEW,SCT,BKN,BKN,6500,11000,14000,25000,null,null,null,null,null,null,null,83.03,KMSP 272353Z 22008KT 10SM FEW065 SCT110 BKN140 BKN250 29/13 A2988 RMK AO2 SLP112 T02890133 10300 20278 58006,null
MSP,6/27/23 19:53,82,55,39.52,230,8,0,29.87,1011,10,null,FEW,SCT,BKN,OVC,6500,11000,14000,25000,null,null,null,null,null,null,null,81.4,KMSP 280053Z 23008KT 10SM FEW065 SCT110 BKN140 OVC250 28/13 A2987 RMK AO2 SLP110 T02780128,null
MSP,6/27/23 20:53,81,55,40.83,220,6,0,29.88,1011.2,10,null,SCT,BKN,OVC,null,11000,14000,25000,null,null,null,null,null,null,null,null,80.73,KMSP 280153Z 22006KT 10SM SCT110 BKN140 OVC250 27/13 A2988 RMK AO2 SLP112 T02720128,null
MSP,6/27/23 21:53,79,57,46.87,210,5,0,29.88,1011.4,10,null,SCT,BKN,OVC,null,11000,14000,25000,null,null,null,null,null,null,null,null,79,KMSP 280253Z 21005KT 10SM SCT110 BKN140 OVC250 26/14 A2988 RMK AO2 SLP114 T02610139 53003,null
MSP,6/27/23 22:53,76,58,53.64,150,3,0,29.88,1011.2,10,null,FEW,BKN,null,null,13000,25000,null,null,null,null,null,null,null,null,null,75.9,KMSP 280353Z 15003KT 10SM FEW130 BKN250 24/14 A2988 RMK AO2 SLP112 T02440144,null
MSP,6/27/23 23:53,75,59,57.5,0,0,0,29.89,1011.7,10,null,SCT,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,75,KMSP 280453Z 00000KT 10SM SCT250 24/15 A2989 RMK AO2 SLP117 T02390150,null
MSP,6/28/23 0:53,73,60,63.96,130,6,0,29.87,1011,10,null,FEW,SCT,null,null,16000,25000,null,null,null,null,null,null,null,null,null,73,KMSP 280553Z 13006KT 10SM FEW160 SCT250 23/16 A2987 RMK AO2 SLP110 T02280156 10289 20228 403000178 58003,null
MSP,6/28/23 1:53,73,61,66.04,140,4,0,29.88,1011.3,10,null,SCT,BKN,null,null,14000,19000,null,null,null,null,null,null,null,null,null,73,KMSP 280653Z 14004KT 10SM SCT140 BKN190 23/16 A2988 RMK AO2 SLP113 T02280161,null
MSP,6/28/23 2:53,73,61,66.04,180,6,0,29.89,1011.6,9,null,SCT,SCT,BKN,null,11000,14000,19000,null,null,null,null,null,null,null,null,73,KMSP 280753Z 18006KT 9SM SCT110 SCT140 BKN190 23/16 A2989 RMK AO2 SLP116 T02280161,null
MSP,6/28/23 3:53,73,61,66.04,180,10,0.0001,29.86,1010.6,8,null,SCT,OVC,null,null,12000,15000,null,null,#NAME?,null,null,null,null,null,null,73,KMSP 280853Z 18010KT 8SM -RA SCT120 OVC150 23/16 A2986 RMK AO2 RAB36 SLP106 P0000 60000 T02280161 58004,null
MSP,6/28/23 4:53,72,61,68.31,210,7,0.0001,29.88,1011.2,7,null,FEW,null,null,null,12000,null,null,null,null,null,null,null,null,null,null,72,KMSP 280953Z 21007KT 7SM FEW120 22/16 A2988 RMK AO2 RAE19 SLP112 P0000 T02220161,null
MSP,6/28/23 5:53,72,59,63.61,180,6,0,29.87,1010.8,7,null,SCT,OVC,null,null,11000,14000,null,null,null,null,null,null,null,null,null,72,KMSP 281053Z 18006KT 7SM SCT110 OVC140 22/15 A2987 RMK AO2 SLP108 T02220150,null
MSP,6/28/23 6:53,71,59,65.58,180,10,0,29.87,1011,5,null,SCT,BKN,null,null,15000,19000,null,null,HZ,null,null,null,null,null,null,71.1,KMSP 281153Z 18010KT 5SM HZ SCT150 BKN190 22/15 A2987 RMK AO2 SLP110 60000 T02170150 10233 20217 51004,null
MSP,6/28/23 7:53,71,58,63.05,180,8,0,29.88,1011.2,4,null,BKN,BKN,null,null,9000,15000,null,null,HZ FU,null,null,null,null,null,null,71.1,KMSP 281253Z 18008KT 4SM HZ FU BKN090 BKN150 22/14 A2988 RMK AO2 SLP112 T02170144,null
MSP,6/28/23 8:53,73,57,57.23,160,13,0,29.87,1010.9,4,19,FEW,SCT,null,null,12000,15000,null,null,HZ FU,null,null,null,null,null,null,73,KMSP 281353Z 16013G19KT 4SM HZ FU FEW120 SCT150 23/14 A2987 RMK AO2 SLP109 T02280139,null
MSP,6/28/23 8:58,73,57,57.23,150,10,0,29.87,null,2,19,FEW,SCT,null,null,12000,15000,null,null,HZ FU,null,null,null,null,null,null,73,KMSP 281358Z 15010G19KT 2SM HZ FU FEW120 SCT150 23/14 A2987 RMK AO2 SFC VIS 4 T02280139,null
MSP,6/28/23 9:06,72,57,59.2,150,11,0,29.86,null,3,null,FEW,SCT,null,null,12000,15000,null,null,HZ FU,null,null,null,null,null,null,72,KMSP 281406Z 15011KT 3SM HZ FU FEW120 SCT150 22/14 A2986 RMK AO2 SFC VIS 4 T02220139,null
MSP,6/28/23 9:53,76,58,53.64,160,13,0,29.84,1009.8,3,29,FEW,FEW,null,null,15000,25000,null,null,HZ FU,null,null,null,29,150,6/28/23 9:50,75.9,KMSP 281453Z 16013G29KT 3SM HZ FU FEW150 FEW250 24/14 A2984 RMK AO2 PK WND 15029/1450 SFC VIS 4 SLP098 T02440144 58012,null
MSP,6/28/23 10:53,78,58,49.87,160,18,0,29.83,1009.5,3,30,BKN,BKN,null,null,8000,15000,null,null,HZ FU,null,null,null,30,140,6/28/23 10:12,78.1,KMSP 281553Z 16018G30KT 3SM HZ FU BKN080 BKN150 26/14 A2983 RMK AO2 PK WND 14030/1512 SFC VIS 4 SLP095 T02560144,null
MSP,6/28/23 11:53,79,59,50.36,160,13,0,29.82,1009.3,3,21,BKN,OVC,null,null,7000,15000,null,null,HZ FU,null,null,null,29,140,6/28/23 11:02,79,KMSP 281653Z 16013G21KT 3SM HZ FU BKN070 OVC150 26/15 A2982 RMK AO2 PK WND 14029/1602 SFC VIS 4 SLP093 T02610150,null
MSP,6/28/23 12:53,80,60,50.52,160,12,0,29.8,1008.5,3,null,BKN,BKN,null,null,7000,25000,null,null,HZ,null,null,null,29,150,6/28/23 12:41,80.94,KMSP 281753Z 16012KT 3SM HZ BKN070 BKN250 27/16 A2980 RMK AO2 PK WND 15029/1741 SFC VIS 4 SLP085 T02670156 10267 20211 58013,null
MSP,6/28/23 13:53,82,61,49.03,170,16,0,29.78,1007.9,3,24,FEW,BKN,OVC,null,4800,6000,25000,null,HZ FU,null,null,null,null,null,null,82.62,KMSP 281853Z 17016G24KT 3SM HZ FU FEW048 BKN060 OVC250 28/16 A2978 RMK AO2 SFC VIS 5 SLP079 T02780161,null
MSP,6/28/23 14:53,83,62,49.51,180,11,0,29.76,1007.1,6,20,BKN,null,null,null,4800,null,null,null,HZ FU,null,null,null,null,null,null,83.7,KMSP 281953Z 18011G20KT 6SM HZ FU BKN048 28/17 A2976 RMK AO2 SLP071 T02830167,null
MSP,6/28/23 15:53,83,64,52.93,200,12,0,29.75,1006.9,6,21,BKN,null,null,null,4500,null,null,null,HZ FU,null,null,null,null,null,null,84.32,KMSP 282053Z 20012G21KT 6SM HZ FU BKN045 28/18 A2975 RMK AO2 SLP069 T02830178 56016,null
MSP,6/28/23 16:53,86,65,49.44,230,15,0,29.74,1006.3,6,26,FEW,BKN,null,null,4500,6000,null,null,HZ FU,null,null,null,26,240,6/28/23 16:51,87.73,KMSP 282153Z 23015G26KT 6SM HZ FU FEW045 BKN060TCU 30/18 A2974 RMK AO2 PK WND 24026/2151 SLP063 TCU N-SE T03000183,null
MSP,6/28/23 17:53,84,65,52.71,220,12,0,29.74,1006.3,6,19,SCT,BKN,null,null,4000,6000,null,null,HZ FU,null,null,null,26,220,6/28/23 17:04,85.72,KMSP 282253Z 22012G19KT 6SM HZ FU SCT040 BKN060TCU 29/18 A2974 RMK AO2 PK WND 22026/2204 SLP063 TCU N-E T02890183,null
MSP,6/28/23 18:53,85,66,53.21,220,12,0,29.73,1006.3,6,17,SCT,BKN,null,null,4500,6000,null,null,HZ FU,null,null,null,null,null,null,87.13,KMSP 282353Z 22012G17KT 6SM HZ FU SCT045 BKN060 29/19 A2973 RMK AO2 SLP063 CB DSNT NE T02940189 10300 20267 56006,null
MSP,6/28/23 19:49,84.2,68,58.32,230,8,0.0001,29.73,null,7,null,FEW,SCT,BKN,BKN,4000,6000,11000,20000,#NAME?,null,null,null,null,null,null,87.4,KMSP 290049Z COR 23008KT 7SM -TSRA FEW040 SCT060 BKN110 BKN200 29/20 A2973 RMK AO2 RAB48 TSB43 TS W MOV E CB DSNT NE TCU ALQDS P0000,null
MSP,6/28/23 19:53,83,69,63.16,210,7,0.0001,29.73,1006.2,7,null,FEW,SCT,BKN,BKN,4000,6000,11000,20000,#NAME?,null,null,null,null,null,null,86.48,KMSP 290053Z COR 21007KT 7SM -TSRA FEW040 SCT060CB BKN110 BKN200 28/21 A2973 RMK AO2 RAB48 TSB43 SLP062 TS W MOV E CB DSNT NE TCU ALQDS P0000 T02830206,null
MSP,6/28/23 20:05,83,69,63.16,220,7,0.01,29.73,null,8,null,FEW,SCT,BKN,BKN,4500,6000,9000,20000,null,null,null,null,null,null,null,86.48,KMSP 290105Z 22007KT 8SM FEW045 SCT060CB BKN090 BKN200 28/21 A2973 RMK AO2 RAE01 TSE0059 CB NW-NE AND E MOV NE PRESENT WX VCSH P0001 T02830206,null
MSP,6/28/23 20:27,83,68,60.81,250,12,0.01,29.74,null,6,null,FEW,SCT,SCT,BKN,4500,6000,9000,15000,VCTS FU HZ,null,null,null,null,null,null,85.94,KMSP 290127Z COR 25012KT 6SM VCTS FU HZ FEW045 SCT060CB SCT090 BKN150 28/20 A2974 RMK AO2 LTG DSNT NE RAE01 TSE0059 VCTS NE-E MOV NE P0001 T02830200,null
MSP,6/28/23 20:53,82,67,60.28,280,9,0.01,29.74,1006.5,6,null,FEW,SCT,SCT,BKN,4000,6000,9000,20000,VCTS FU HZ,null,null,null,null,null,null,84.48,KMSP 290153Z COR 28009KT 6SM VCTS FU HZ FEW040 SCT060CB SCT090 BKN200 BKN300 28/19 A2974 RMK AO2 LTG DSNT NE AND E RAE01 TSE0059 SLP065 VCTS E MOV E CB DSNT NE TCU DSNT SE-SW P0001 T02780194,null
MSP,6/28/23 21:05,80,67,64.14,290,8,0,29.74,null,7,null,FEW,SCT,SCT,SCT,4000,6000,9000,20000,null,null,null,null,null,null,null,82.4,KMSP 290205Z 29008KT 7SM FEW040 SCT060 SCT090 SCT200 SCT250 27/19 A2974 RMK AO2 LTG DSNT NE AND E CB DSNT NE-E MOV E TCU DSNT SE-SW T02670194,null
MSP,6/28/23 21:53,77,64,64.21,320,11,0,29.77,1007.4,10,null,FEW,FEW,SCT,SCT,4000,9000,15000,25000,null,null,null,null,null,null,null,77,KMSP 290253Z 32011KT 10SM FEW040 FEW090 SCT150 SCT250 25/18 A2977 RMK AO2 LTG DSNT E SLP074 CB DSNT NE-SE MOV E 60001 T02500178 53012,null
MSP,6/28/23 22:53,76,63,64.31,320,9,0,29.78,1007.7,10,null,FEW,FEW,SCT,SCT,4000,9000,15000,25000,null,null,null,null,null,null,null,75.9,KMSP 290353Z 32009KT 10SM FEW040 FEW090 SCT150 SCT250 24/17 A2978 RMK AO2 LTG DSNT E AND SE SLP077 CB DSNT E-SE T02440172,null
MSP,6/28/23 23:53,74,63,68.76,330,6,0,29.8,1008.5,8,null,FEW,null,null,null,5000,null,null,null,null,null,null,null,null,null,null,73.9,KMSP 290453Z 33006KT 8SM FEW050 23/17 A2980 RMK AO2 SLP085 T02330172,null
MSP,6/29/23 0:53,73,64,73.4,0,0,0,29.83,1009.6,6,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,73,KMSP 290553Z 00000KT 6SM HZ CLR 23/18 A2983 RMK AO2 SLP096 60001 T02280178 10300 20222 403000211 53021,null
MSP,6/29/23 1:53,70,64,81.27,10,4,0,29.84,1010,5,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,70,KMSP 290653Z 01004KT 5SM HZ CLR 21/18 A2984 RMK AO2 SLP100 T02110178,null
MSP,6/29/23 2:53,69,63,80.92,0,0,0,29.83,1009.8,6,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,69.1,KMSP 290753Z 00000KT 6SM HZ CLR 21/17 A2983 RMK AO2 SLP098 T02060172,null
MSP,6/29/23 3:53,69,63,80.92,0,0,0,29.84,1009.9,6,null,CLR,null,null,null,null,null,null,null,HZ,null,null,null,null,null,null,69.1,KMSP 290853Z 00000KT 6SM HZ CLR 21/17 A2984 RMK AO2 SLP099 T02060172 51002,null
MSP,6/29/23 4:53,65,62,90.64,340,4,0,29.85,1010.1,6,null,CLR,null,null,null,null,null,null,null,BR,null,null,null,null,null,null,64.9,KMSP 290953Z 34004KT 6SM BR CLR 18/17 A2985 RMK AO2 SLP101 T01830167,null
MSP,6/29/23 5:53,65,62,90.64,290,3,0,29.86,1010.5,4,null,FEW,null,null,null,25000,null,null,null,BR,null,null,null,null,null,null,64.9,KMSP 291053Z 29003KT 4SM BR FEW250 18/17 A2986 RMK AO2 SLP105 T01830167,null
MSP,6/29/23 6:53,67,63,87.28,0,0,0,29.88,1011.2,5,null,FEW,null,null,null,25000,null,null,null,BR,null,null,null,null,null,null,66.9,KMSP 291153Z 00000KT 5SM BR FEW250 19/17 A2988 RMK AO2 SLP112 70001 T01940172 10222 20183 53013,null
MSP,6/29/23 7:53,71,62,73.22,0,0,0,29.87,1011,7,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,71.1,KMSP 291253Z 00000KT 7SM FEW250 22/17 A2987 RMK AO2 SLP110 T02170167,null
MSP,6/29/23 8:53,74,62,66.61,0,0,0,29.88,1011.3,7,null,SCT,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,73.9,KMSP 291353Z 00000KT 7SM SCT250 23/17 A2988 RMK AO2 SLP113 T02330167,null
MSP,6/29/23 9:53,75,63,66.27,0,0,0,29.89,1011.7,8,null,SCT,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,75,KMSP 291453Z 00000KT 8SM SCT250 24/17 A2989 RMK AO2 SLP117 T02390172 53005,null
MSP,6/29/23 10:53,78,63,59.78,200,6,0,29.88,1011.3,9,null,BKN,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,78.1,KMSP 291553Z 20006KT 9SM BKN250 26/17 A2988 RMK AO2 SLP113 T02560172,null
MSP,6/29/23 11:53,82,61,49.03,280,5,0,29.88,1011.1,9,null,SCT,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,82.62,KMSP 291653Z 28005KT 9SM SCT250 28/16 A2988 RMK AO2 SLP111 T02780161,null
MSP,6/29/23 12:53,85,61,44.65,250,9,0,29.86,1010.4,9,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,85.12,KMSP 291753Z 25009KT 9SM FEW250 29/16 A2986 RMK AO2 SLP104 T02940161 10294 20200 58012,null
MSP,6/29/23 13:53,87,61,41.62,290,5,0,29.84,1009.8,10,null,FEW,FEW,null,null,5500,25000,null,null,null,null,null,null,null,null,null,87.15,KMSP 291853Z 29005KT 10SM FEW055 FEW250 31/16 A2984 RMK AO2 SLP098 T03060161,null
MSP,6/29/23 14:53,89,62,40.61,310,11,0,29.82,1009.2,10,20,SCT,null,null,null,5500,null,null,null,null,null,null,null,null,null,null,89.58,KMSP 291953Z 31011G20KT 10SM SCT055 32/17 A2982 RMK AO2 SLP092 T03170167,null
MSP,6/29/23 15:53,88,62,42.05,280,10,0,29.82,1009.1,10,18,SCT,null,null,null,6000,null,null,null,null,null,null,null,27,260,6/29/23 15:12,88.47,KMSP 292053Z 28010G18KT 10SM SCT060 31/17 A2982 RMK AO2 PK WND 26027/2012 SLP091 T03110167 56013,null
MSP,6/29/23 16:53,90,61,37.97,260,11,0,29.82,1009.1,10,null,SCT,null,null,null,6000,null,null,null,null,null,null,null,null,null,null,90.03,KMSP 292153Z 26011KT 10SM SCT060 32/16 A2982 RMK AO2 LTG DSNT E SLP091 T03220161,null
MSP,6/29/23 17:17,90,61,37.97,300,12,0,29.82,null,10,19,SCT,null,null,null,6000,null,null,null,null,null,null,null,null,null,null,90.03,KMSP 292217Z 30012G19KT 10SM SCT060 32/16 A2982 RMK AO2 WSHFT 2157 LTG DSNT E T03220161,null
MSP,6/29/23 17:53,89,58,34.97,320,11,0,29.84,1009.7,10,null,FEW,null,null,null,6500,null,null,null,null,null,null,null,null,null,null,88.01,KMSP 292253Z 32011KT 10SM FEW065 32/14 A2984 RMK AO2 WSHFT 2157 SLP097 T03170144,null
MSP,6/29/23 18:53,88,57,35.05,290,10,0,29.84,1009.9,10,null,FEW,null,null,null,6500,null,null,null,null,null,null,null,null,null,null,86.71,KMSP 292353Z 29010KT 10SM FEW065 31/14 A2984 RMK AO2 SLP099 T03110139 10328 20289 53008,null
MSP,6/29/23 19:53,86,56,35.9,310,9,0,29.85,1010.4,10,null,FEW,null,null,null,6500,null,null,null,null,null,null,null,null,null,null,84.66,KMSP 300053Z 31009KT 10SM FEW065 30/13 A2985 RMK AO2 SLP104 T03000133,null
MSP,6/29/23 20:53,82,56,40.83,300,7,0,29.87,1010.9,10,null,FEW,null,null,null,7000,null,null,null,null,null,null,null,null,null,null,81.55,KMSP 300153Z 30007KT 10SM FEW070 28/13 A2987 RMK AO2 SLP109 T02780133,null
MSP,6/29/23 21:53,82,57,42.49,260,5,0,29.88,1011.2,10,null,FEW,null,null,null,7000,null,null,null,null,null,null,null,null,null,null,81.75,KMSP 300253Z 26005KT 10SM FEW070 28/14 A2988 RMK AO2 SLP112 T02780139 51012,null
MSP,6/29/23 22:53,80,59,48.58,280,7,0,29.88,1011.4,10,null,FEW,null,null,null,7000,null,null,null,null,null,null,null,null,null,null,80.76,KMSP 300353Z 28007KT 10SM FEW070 27/15 A2988 RMK AO2 SLP114 T02670150,null
MSP,6/29/23 23:53,75,61,61.75,290,5,0,29.89,1011.5,10,null,FEW,null,null,null,7000,null,null,null,null,null,null,null,null,null,null,75,KMSP 300453Z 29005KT 10SM FEW070 24/16 A2989 RMK AO2 SLP115 T02390161,null
MSP,6/30/23 0:53,73,61,66.04,310,3,0,29.89,1011.5,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73,KMSP 300553Z 31003KT 10SM CLR 23/16 A2989 RMK AO2 SLP115 T02280161 10311 20228 403280183 51003,null
MSP,6/30/23 1:53,73,59,61.5,300,3,0,29.9,1011.9,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,73,KMSP 300653Z 30003KT 10SM CLR 23/15 A2990 RMK AO2 SLP119 T02280150,null
MSP,6/30/23 2:53,72,59,63.61,0,0,0,29.91,1012.2,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,KMSP 300753Z 00000KT 10SM CLR 22/15 A2991 RMK AO2 SLP122 T02220150,null
MSP,6/30/23 3:53,72,58,61.15,250,3,0,29.92,1012.5,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72,KMSP 300853Z 25003KT 10SM CLR 22/14 A2992 RMK AO2 SLP125 T02220144 51010,null
MSP,6/30/23 4:53,69,59,70.21,340,3,0,29.92,1012.4,10,null,CLR,null,null,null,null,null,null,null,null,null,null,null,null,null,null,69.1,KMSP 300953Z 34003KT 10SM CLR 21/15 A2992 RMK AO2 SLP124 T02060150,null
MSP,6/30/23 5:53,69,57,65.35,0,0,0,29.94,1013.2,10,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,69.1,KMSP 301053Z 00000KT 10SM FEW250 21/14 A2994 RMK AO2 SLP132 T02060139,null
MSP,6/30/23 6:53,71,58,63.05,270,4,0,29.96,1013.7,10,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,71.1,KMSP 301153Z 27004KT 10SM FEW250 22/14 A2996 RMK AO2 SLP137 T02170144 10233 20200 53012,null
MSP,6/30/23 7:53,74,59,59.66,320,3,0,29.96,1013.9,10,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,73.9,KMSP 301253Z 32003KT 10SM FEW250 23/15 A2996 RMK AO2 SLP139 T02330150,null
MSP,6/30/23 8:53,76,59,55.8,0,0,0,29.95,1013.7,10,null,FEW,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,75.9,KMSP 301353Z 00000KT 10SM FEW250 24/15 A2995 RMK AO2 SLP137 T02440150,null
MSP,6/30/23 9:53,80,60,50.52,310,4,0,29.95,1013.6,10,null,FEW,SCT,null,null,4500,25000,null,null,null,null,null,null,null,null,null,80.94,KMSP 301453Z 31004KT 10SM FEW045 SCT250 27/16 A2995 RMK AO2 SLP136 T02670156 58001,null
MSP,6/30/23 10:53,82,58,43.89,330,7,0,29.95,1013.4,10,null,FEW,BKN,null,null,5000,25000,null,null,null,null,null,null,null,null,null,81.92,KMSP 301553Z 33007KT 10SM FEW050 BKN250 28/14 A2995 RMK AO2 SLP134 T02780144,null
MSP,6/30/23 11:53,84,57,39.83,310,8,0,29.96,1013.8,10,null,FEW,BKN,null,null,4800,25000,null,null,null,null,null,null,null,null,null,83.26,KMSP 301653Z 31008KT 10SM FEW048 BKN250 29/14 A2996 RMK AO2 SLP138 T02890139,null
MSP,6/30/23 12:53,83,56,39.66,260,7,0,29.94,1013.4,10,null,FEW,BKN,null,null,6000,25000,null,null,null,null,null,null,null,null,null,82.2,KMSP 301753Z 26007KT 10SM FEW060 BKN250 28/13 A2994 RMK AO2 SLP134 T02830133 10294 20217 58003,null
MSP,6/30/23 13:53,85,55,35.99,null,4,0,29.92,1012.7,10,null,SCT,BKN,null,null,6000,25000,null,null,null,null,null,null,null,null,null,83.56,KMSP 301853Z VRB04KT 10SM SCT060 BKN250 29/13 A2992 RMK AO2 SLP127 T02940128,null
MSP,6/30/23 14:53,86,56,35.9,260,9,0,29.92,1012.6,10,null,SCT,BKN,null,null,6000,25000,null,null,null,null,null,null,null,null,null,84.66,KMSP 301953Z 26009KT 10SM SCT060 BKN250 30/13 A2992 RMK AO2 SLP126 T03000133,null
MSP,6/30/23 15:53,86,56,35.9,270,9,0,29.91,1012.4,10,null,SCT,BKN,null,null,6500,25000,null,null,null,null,null,null,null,null,null,84.66,KMSP 302053Z 27009KT 10SM SCT065 BKN250 30/13 A2991 RMK AO2 SLP124 T03000133 56010,null
MSP,6/30/23 16:53,86,57,37.35,270,8,0,29.91,1012.3,10,16,SCT,BKN,null,null,6500,25000,null,null,null,null,null,null,null,null,null,84.92,KMSP 302153Z 27008G16KT 10SM SCT065 BKN250 30/14 A2991 RMK AO2 SLP123 T03000139,null
MSP,6/30/23 17:53,86,56,35.9,300,7,0,29.91,1012.2,10,null,SCT,BKN,null,null,6000,25000,null,null,null,null,null,null,null,null,null,84.66,KMSP 302253Z 30007KT 10SM SCT060 BKN250 30/13 A2991 RMK AO2 SLP122 T03000133,null
MSP,6/30/23 18:53,85,57,38.69,310,10,0,29.9,1011.9,10,null,SCT,SCT,null,null,6000,25000,null,null,null,null,null,null,null,null,null,83.99,KMSP 302353Z 31010KT 10SM SCT060 SCT250 29/14 A2990 RMK AO2 SLP119 T02940139 10311 20283 58004,null
MSP,6/30/23 19:53,83,56,39.66,320,9,0,29.89,1011.7,10,null,SCT,SCT,null,null,6000,25000,null,null,null,null,null,null,null,null,null,82.2,KMSP 010053Z 32009KT 10SM SCT060 SCT250 28/13 A2989 RMK AO2 SLP117 T02830133,null
MSP,6/30/23 20:53,80,57,45.21,310,5,0,29.9,1012,10,null,FEW,SCT,BKN,null,6000,14000,25000,null,null,null,null,null,null,null,null,80.45,KMSP 010153Z 31005KT 10SM FEW060 SCT140 BKN250 27/14 A2990 RMK AO2 SLP120 T02670139,null
MSP,6/30/23 21:53,79,58,48.41,320,4,0,29.92,1012.4,10,null,FEW,SCT,BKN,null,6000,13000,25000,null,null,null,null,null,null,null,null,79,KMSP 010253Z 32004KT 10SM FEW060 SCT130 BKN250 26/14 A2992 RMK AO2 SLP124 T02610144 53005,null
MSP,6/30/23 22:53,78,59,51.88,310,5,0,29.94,1013.1,10,null,FEW,FEW,SCT,null,6000,15000,25000,null,null,null,null,null,null,null,null,78.1,KMSP 010353Z 31005KT 10SM FEW060 FEW150 SCT250 26/15 A2994 RMK AO2 SLP131 T02560150,null
MSP,6/30/23 23:53,78,59,51.88,330,3,0,29.92,1012.5,10,null,BKN,null,null,null,19000,null,null,null,null,null,null,null,null,null,null,78.1,KMSP 010453Z 33003KT 10SM BKN190 26/15 A2992 RMK AO2 SLP125 T02560150,null
MSP,7/1/23 0:53,75,61,61.75,330,3,0,29.92,1012.5,10,null,BKN,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,75,KMSP 010553Z 33003KT 10SM BKN250 24/16 A2992 RMK AO2 SLP125 T02390161 10294 20239 403110200 50001,null
MSP,7/1/23 1:53,72,62,71.02,310,4,0,29.92,1012.4,10,null,BKN,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,72,KMSP 010653Z 31004KT 10SM BKN250 22/17 A2992 RMK AO2 SLP124 T02220167,null
MSP,7/1/23 2:53,72,62,71.02,0,0,0,29.91,1012.2,10,null,SCT,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,72,KMSP 010753Z 00000KT 10SM SCT250 22/17 A2991 RMK AO2 SLP122 T02220167,null
MSP,7/1/23 3:53,72,61,68.31,0,0,0,29.91,1012.1,10,null,BKN,null,null,null,25000,null,null,null,null,null,null,null,null,null,null,72,KMSP 010853Z 00000KT 10SM BKN250 22/16 A2991 RMK AO2 SLP121 T02220161 56004,null
